seq,cam_view,start_frame,end_frame,url,gait_event,dataset,gait_pat
cll1ste1x00063o6l3v8z8pxh,front,2871,3103,https://www.youtube.com/watch?v=t1IkEAkBSz4,,Abnormal Gait,parkinsons
cll1stw3h000c3o6ls181yumr,back,3480,3579,https://www.youtube.com/watch?v=t1IkEAkBSz4,,Abnormal Gait,parkinsons
cll1suku5000i3o6l0ztj3m3v,back,3704,3858,https://www.youtube.com/watch?v=t1IkEAkBSz4,,Abnormal Gait,parkinsons
cll1sv6l6000o3o6lnedidemq,front,3934,4014,https://www.youtube.com/watch?v=t1IkEAkBSz4,,Abnormal Gait,parkinsons
cll1svwwf000u3o6l1ek6dzq5,front,4212,4290,https://www.youtube.com/watch?v=t1IkEAkBSz4,,Abnormal Gait,parkinsons
cll1sweuf00103o6lbl3xk82g,back,4378,4472,https://www.youtube.com/watch?v=t1IkEAkBSz4,,Abnormal Gait,parkinsons
cll1swzih00163o6lxkyk0n6i,front,4530,4599,https://www.youtube.com/watch?v=t1IkEAkBSz4,,Abnormal Gait,parkinsons
cll1sxtm2001c3o6ljrt1rg3u,front,5453,5530,https://www.youtube.com/watch?v=t1IkEAkBSz4,,Abnormal Gait,parkinsons
cll1sz60600053o6lewgeftg3,back,1,319,https://www.youtube.com/watch?v=T8NGOdOMtZ4,,Abnormal Gait,abnormal
cll1t00hj000b3o6ltvcr8m0l,front,369,676,https://www.youtube.com/watch?v=T8NGOdOMtZ4,,Abnormal Gait,abnormal
cll1t0vvk000h3o6l7jnt7zo7,back,687,1931,https://www.youtube.com/watch?v=T8NGOdOMtZ4,,Abnormal Gait,abnormal
cll1t1y56000n3o6l0erm0qfo,front,2159,3373,https://www.youtube.com/watch?v=T8NGOdOMtZ4,,Abnormal Gait,abnormal
cll1t57ph000v3o6lwjhz9zz2,right side,153,666,https://www.youtube.com/watch?v=wKfAxIgnj50,,Abnormal Gait,exercise
cll1t63r300113o6lajubixny,left side,823,1065,https://www.youtube.com/watch?v=wKfAxIgnj50,,Abnormal Gait,exercise
cll1tbuth00053o6lx6ohlub5,left side,146,561,https://www.youtube.com/watch?v=b0KrA_96Ks0,,Abnormal Gait,parkinsons
cll1tcctq00093o6l30ew8fz2,right side,647,983,https://www.youtube.com/watch?v=b0KrA_96Ks0,,Abnormal Gait,parkinsons
cll1tfz0t000e3o6l6ypxvap2,right side,1,262,https://www.youtube.com/watch?v=FwJlEV6M1hk,,Abnormal Gait,abnormal
cll1tggon000i3o6lpdnpztyg,left side,301,553,https://www.youtube.com/watch?v=FwJlEV6M1hk,,Abnormal Gait,abnormal
cll1tgy4z000m3o6lon7dsr95,right side,582,1336,https://www.youtube.com/watch?v=FwJlEV6M1hk,,Abnormal Gait,abnormal
cll1thi3n000q3o6lnr0j6u0f,left side,1506,2349,https://www.youtube.com/watch?v=FwJlEV6M1hk,,Abnormal Gait,abnormal
cll1tjali000v3o6lz1q0sbhh,right side,337,435,https://www.youtube.com/watch?v=G5iGtnC06YU,,Abnormal Gait,abnormal
cll1tjqey000z3o6l9rxk74ly,left side,447,590,https://www.youtube.com/watch?v=G5iGtnC06YU,,Abnormal Gait,abnormal
cll1tkcu900133o6lebvnmt2x,right side,682,734,https://www.youtube.com/watch?v=G5iGtnC06YU,,Abnormal Gait,abnormal
cll1tl72s00183o6lidwjpm4l,left side,147,269,https://www.youtube.com/watch?v=G6QVztrW93k,,Abnormal Gait,exercise
cll1tlpxj001c3o6lkqkvvqhq,right side,330,460,https://www.youtube.com/watch?v=G6QVztrW93k,,Abnormal Gait,exercise
cll1tmroq001h3o6loxlzrj86,front,1024,1211,https://www.youtube.com/watch?v=gBvMHns6N90,,Abnormal Gait,abnormal
cll1tnnrs001n3o6lkc9v4mgo,back,1,182,https://www.youtube.com/watch?v=gEQ9je2hiGE,,Abnormal Gait,abnormal
cll1tpvdm001v3o6lpqzlnorv,front,117,292,https://www.youtube.com/watch?v=GJCHyOxnPIU,,Abnormal Gait,abnormal
cll1tqcty001z3o6lieri2lsg,front,522,815,https://www.youtube.com/watch?v=GJCHyOxnPIU,,Abnormal Gait,abnormal
cll1tqrrx00233o6lomml91s1,front,923,1266,https://www.youtube.com/watch?v=GJCHyOxnPIU,,Abnormal Gait,abnormal
cll1tsq1n00293o6lu7c9kurh,left side,1013,1209,https://www.youtube.com/watch?v=gOMr8ezwiSU,,Abnormal Gait,exercise
cll1tta09002d3o6l4kroorkw,left side,1573,1753,https://www.youtube.com/watch?v=gOMr8ezwiSU,,Abnormal Gait,exercise
cll1tu9x4002j3o6linf569oq,front,243,340,https://www.youtube.com/watch?v=gpNLTB58kK0,,Abnormal Gait,abnormal
cll1tvded002o3o6lqnb31xmm,back,924,1017,https://www.youtube.com/watch?v=gRSNMxt9ZmM,,Abnormal Gait,abnormal
cll1tvded002o3o6lqnb31xmm,right side,672,1018,https://www.youtube.com/watch?v=gRSNMxt9ZmM,,Abnormal Gait,abnormal
cll445m9200063o6lo2sbn0n7,back,55,222,https://www.youtube.com/watch?v=H7WThdv-fCQ,,Abnormal Gait,pregnant
cll446i2s000c3o6lffxji1s2,front,271,449,https://www.youtube.com/watch?v=H7WThdv-fCQ,,Abnormal Gait,pregnant
cll44833z000j3o6lwxof7566,left side,1,270,https://www.youtube.com/watch?v=Ha9LKXZfWBQ,,Abnormal Gait,myopathic
cll4494ux000n3o6lyqr7dx4l,right side,293,459,https://www.youtube.com/watch?v=Ha9LKXZfWBQ,,Abnormal Gait,myopathic
cll449lal000t3o6lv4pja4l7,right side,469,653,https://www.youtube.com/watch?v=Ha9LKXZfWBQ,,Abnormal Gait,myopathic
cll44a69n000z3o6l8p6gooxx,front,665,939,https://www.youtube.com/watch?v=Ha9LKXZfWBQ,,Abnormal Gait,myopathic
cll44ar0q00153o6luv35dhl0,left side,958,1109,https://www.youtube.com/watch?v=Ha9LKXZfWBQ,,Abnormal Gait,myopathic
cll44balt00193o6lbzpyxlqq,right side,1135,1495,https://www.youtube.com/watch?v=Ha9LKXZfWBQ,,Abnormal Gait,myopathic
cll44bzhg001f3o6l7spc508t,right side,1873,1995,https://www.youtube.com/watch?v=Ha9LKXZfWBQ,,Abnormal Gait,myopathic
cll44cgt0001l3o6lsn9qb73s,left side,2014,2142,https://www.youtube.com/watch?v=Ha9LKXZfWBQ,,Abnormal Gait,myopathic
cll44cxvz001r3o6l42os54zz,right side,2185,2397,https://www.youtube.com/watch?v=Ha9LKXZfWBQ,,Abnormal Gait,myopathic
cll44dip4001x3o6l2pa7optw,left side,2415,2541,https://www.youtube.com/watch?v=Ha9LKXZfWBQ,,Abnormal Gait,myopathic
cll44e48l00233o6lu0msccp4,right side,2614,2733,https://www.youtube.com/watch?v=Ha9LKXZfWBQ,,Abnormal Gait,myopathic
cll44faz0002b3o6lkfu2oggx,left side,73,161,https://www.youtube.com/watch?v=HEoUhlesN9E,,Abnormal Gait,abnormal
cll44hiwd002e3o6llv2e9o9t,left side,163,252,https://www.youtube.com/watch?v=HEoUhlesN9E,,Abnormal Gait,abnormal
cll44hwjc002i3o6lqv6hv0ze,left side,253,342,https://www.youtube.com/watch?v=HEoUhlesN9E,,Abnormal Gait,abnormal
cll44i8u8002l3o6l70vg7c0k,left side,343,432,https://www.youtube.com/watch?v=HEoUhlesN9E,,Abnormal Gait,abnormal
cll44iuad002o3o6l836m07p6,left side,433,522,https://www.youtube.com/watch?v=HEoUhlesN9E,,Abnormal Gait,abnormal
cll44jfs6002s3o6lx81eaw9d,left side,523,612,https://www.youtube.com/watch?v=HEoUhlesN9E,,Abnormal Gait,abnormal
cll44jukm002v3o6lri55zuf7,left side,613,702,https://www.youtube.com/watch?v=HEoUhlesN9E,,Abnormal Gait,abnormal
cll44k63a002y3o6l5mrc1stg,left side,703,793,https://www.youtube.com/watch?v=HEoUhlesN9E,,Abnormal Gait,abnormal
cll44kk8300323o6l8rw8x8gy,left side,794,882,https://www.youtube.com/watch?v=HEoUhlesN9E,,Abnormal Gait,abnormal
cll44l89z00353o6l1ve62vk7,left side,883,972,https://www.youtube.com/watch?v=HEoUhlesN9E,,Abnormal Gait,abnormal
cll44m0to00393o6l0zg49ou0,left side,973,1062,https://www.youtube.com/watch?v=HEoUhlesN9E,,Abnormal Gait,abnormal
cll44md5y003d3o6l2s8g314n,left side,1063,1152,https://www.youtube.com/watch?v=HEoUhlesN9E,,Abnormal Gait,abnormal
cll44mu2g003h3o6lo05v7xlw,left side,1153,1242,https://www.youtube.com/watch?v=HEoUhlesN9E,,Abnormal Gait,abnormal
cll44n86b003l3o6l2rl66u61,left side,1243,1331,https://www.youtube.com/watch?v=HEoUhlesN9E,,Abnormal Gait,abnormal
cll44nq06003p3o6l7vf29lq8,left side,1333,1422,https://www.youtube.com/watch?v=HEoUhlesN9E,,Abnormal Gait,abnormal
cll44orl7003t3o6lwcnhjt1q,left side,1423,1512,https://www.youtube.com/watch?v=HEoUhlesN9E,,Abnormal Gait,abnormal
cll44p7pf003x3o6ll7fkmgvc,left side,1513,1602,https://www.youtube.com/watch?v=HEoUhlesN9E,,Abnormal Gait,abnormal
cll44pl8l00413o6l376phbvv,left side,1603,1692,https://www.youtube.com/watch?v=HEoUhlesN9E,,Abnormal Gait,abnormal
cll44q7mm00453o6lblioekqn,left side,1693,1782,https://www.youtube.com/watch?v=HEoUhlesN9E,,Abnormal Gait,abnormal
cll44qpg400493o6lfcd9cdqa,left side,1783,1871,https://www.youtube.com/watch?v=HEoUhlesN9E,,Abnormal Gait,abnormal
cll44r4mc004d3o6lf9qrgqcn,left side,1873,1962,https://www.youtube.com/watch?v=HEoUhlesN9E,,Abnormal Gait,abnormal
cll44rghz004h3o6lrlt6ov6i,left side,1963,2052,https://www.youtube.com/watch?v=HEoUhlesN9E,,Abnormal Gait,abnormal
cll44rrtg004l3o6lodazy5i6,left side,2053,2142,https://www.youtube.com/watch?v=HEoUhlesN9E,,Abnormal Gait,abnormal
cll44s9xc004p3o6l0u5rf1xc,left side,2143,2232,https://www.youtube.com/watch?v=HEoUhlesN9E,,Abnormal Gait,abnormal
cll44srul004t3o6lx6ivzcz3,left side,2233,2322,https://www.youtube.com/watch?v=HEoUhlesN9E,,Abnormal Gait,abnormal
cll44t8c3004x3o6llo4b3z0m,left side,2323,2412,https://www.youtube.com/watch?v=HEoUhlesN9E,,Abnormal Gait,abnormal
cll44tnb500513o6l5zdd2bsb,left side,2413,2502,https://www.youtube.com/watch?v=HEoUhlesN9E,,Abnormal Gait,abnormal
cll44u10u00553o6lf2iilwrx,left side,2503,2592,https://www.youtube.com/watch?v=HEoUhlesN9E,,Abnormal Gait,abnormal
cll44ukc800593o6lcuyd2sai,left side,2593,2682,https://www.youtube.com/watch?v=HEoUhlesN9E,,Abnormal Gait,abnormal
cll44uuy8005d3o6lp580ed3c,left side,2683,2772,https://www.youtube.com/watch?v=HEoUhlesN9E,,Abnormal Gait,abnormal
cll44vdaw005h3o6ldaam12sk,left side,2773,2862,https://www.youtube.com/watch?v=HEoUhlesN9E,,Abnormal Gait,abnormal
cll44vscs005l3o6lizvxoeqj,left side,2863,2952,https://www.youtube.com/watch?v=HEoUhlesN9E,,Abnormal Gait,abnormal
cll44wafv005p3o6lsd1boi3s,left side,2953,3042,https://www.youtube.com/watch?v=HEoUhlesN9E,,Abnormal Gait,abnormal
cll44wqg1005t3o6lor9rzkdb,left side,3043,3132,https://www.youtube.com/watch?v=HEoUhlesN9E,,Abnormal Gait,abnormal
cll44x594005x3o6l8ojujebf,left side,3133,3222,https://www.youtube.com/watch?v=HEoUhlesN9E,,Abnormal Gait,abnormal
cll44xmlt00613o6luubjssx8,left side,3223,3312,https://www.youtube.com/watch?v=HEoUhlesN9E,,Abnormal Gait,abnormal
cll44xxfd00653o6li0fk3odg,left side,3313,3402,https://www.youtube.com/watch?v=HEoUhlesN9E,,Abnormal Gait,abnormal
cll44yle100693o6l4twv3pw7,left side,3404,3492,https://www.youtube.com/watch?v=HEoUhlesN9E,,Abnormal Gait,abnormal
cll44yz75006d3o6l4a0v6ovq,left side,3493,3582,https://www.youtube.com/watch?v=HEoUhlesN9E,,Abnormal Gait,abnormal
cll44zhfw006h3o6l8nn8i80l,left side,3583,3672,https://www.youtube.com/watch?v=HEoUhlesN9E,,Abnormal Gait,abnormal
cll44ztbc006l3o6lwzcrjhsh,left side,3673,3762,https://www.youtube.com/watch?v=HEoUhlesN9E,,Abnormal Gait,abnormal
cll450706006p3o6l2vc93wf0,left side,3763,3852,https://www.youtube.com/watch?v=HEoUhlesN9E,,Abnormal Gait,abnormal
cll450m70006t3o6l88dmnp6h,left side,3853,3942,https://www.youtube.com/watch?v=HEoUhlesN9E,,Abnormal Gait,abnormal
cll451060006x3o6lq5y3lw7f,left side,3943,4032,https://www.youtube.com/watch?v=HEoUhlesN9E,,Abnormal Gait,abnormal
cll451mvy00713o6lvcdckobf,left side,4033,4122,https://www.youtube.com/watch?v=HEoUhlesN9E,,Abnormal Gait,abnormal
cll45208v00753o6lzyi7ilgm,left side,4123,4212,https://www.youtube.com/watch?v=HEoUhlesN9E,,Abnormal Gait,abnormal
cll452yrt00793o6lag8gn2kk,right side,4213,4302,https://www.youtube.com/watch?v=HEoUhlesN9E,,Abnormal Gait,abnormal
cll453dco007d3o6lyqagucjd,left side,4304,4392,https://www.youtube.com/watch?v=HEoUhlesN9E,,Abnormal Gait,abnormal
cll453wld007h3o6lgmtr9kg4,left side,4393,4482,https://www.youtube.com/watch?v=HEoUhlesN9E,,Abnormal Gait,abnormal
cll454erx007l3o6lwt9kmva5,left side,4483,4572,https://www.youtube.com/watch?v=HEoUhlesN9E,,Abnormal Gait,abnormal
cll458jkt007p3o6lzvdpvi7z,left side,4573,4662,https://www.youtube.com/watch?v=HEoUhlesN9E,,Abnormal Gait,abnormal
cll4591gc007t3o6lgclxbwfm,left side,4663,4752,https://www.youtube.com/watch?v=HEoUhlesN9E,,Abnormal Gait,abnormal
cll459c0b007w3o6lki1lqixo,front,4753,4842,https://www.youtube.com/watch?v=HEoUhlesN9E,,Abnormal Gait,abnormal
cll459mu2007z3o6l93enseug,left side,4843,4932,https://www.youtube.com/watch?v=HEoUhlesN9E,,Abnormal Gait,abnormal
cll45anxm00823o6la2q71owc,left side,4933,5021,https://www.youtube.com/watch?v=HEoUhlesN9E,,Abnormal Gait,abnormal
cll45b4zs00883o6li71m93e8,left side,5023,5111,https://www.youtube.com/watch?v=HEoUhlesN9E,,Abnormal Gait,abnormal
cll45bo9v008c3o6lli3qkb72,left side,5113,5202,https://www.youtube.com/watch?v=HEoUhlesN9E,,Abnormal Gait,abnormal
cll45c3m7008f3o6lu5mtrg74,left side,5203,5292,https://www.youtube.com/watch?v=HEoUhlesN9E,,Abnormal Gait,abnormal
cll45cd8v008j3o6lylxngkv3,left side,5293,5382,https://www.youtube.com/watch?v=HEoUhlesN9E,,Abnormal Gait,abnormal
cll45ct6p008n3o6ltsoy1y7d,left side,5383,5472,https://www.youtube.com/watch?v=HEoUhlesN9E,,Abnormal Gait,abnormal
cll45d7vn008q3o6l4sxv3e67,left side,5473,5562,https://www.youtube.com/watch?v=HEoUhlesN9E,,Abnormal Gait,abnormal
cll45dokq008u3o6laphlyfqp,left side,5563,5652,https://www.youtube.com/watch?v=HEoUhlesN9E,,Abnormal Gait,abnormal
cll45e1rg008x3o6lki1yqi2o,left side,5653,5742,https://www.youtube.com/watch?v=HEoUhlesN9E,,Abnormal Gait,abnormal
cll45eqix00903o6lalmbmqlv,left side,5833,5922,https://www.youtube.com/watch?v=HEoUhlesN9E,,Abnormal Gait,abnormal
cll45f2ga00943o6l35m5g4x0,left side,5923,6011,https://www.youtube.com/watch?v=HEoUhlesN9E,,Abnormal Gait,abnormal
cll45fxj000983o6lr7ndc8m8,left side,6013,6102,https://www.youtube.com/watch?v=HEoUhlesN9E,,Abnormal Gait,abnormal
cll45g99e009c3o6lf75cdfr4,left side,6103,6192,https://www.youtube.com/watch?v=HEoUhlesN9E,,Abnormal Gait,abnormal
cll45gpat009g3o6lzcamhn5r,left side,6193,6282,https://www.youtube.com/watch?v=HEoUhlesN9E,,Abnormal Gait,abnormal
cll45h3z5009k3o6lfvvbtj9i,left side,6283,6372,https://www.youtube.com/watch?v=HEoUhlesN9E,,Abnormal Gait,abnormal
cll45hgo1009n3o6l3r35aw10,left side,6373,6462,https://www.youtube.com/watch?v=HEoUhlesN9E,,Abnormal Gait,abnormal
cll45htx3009r3o6laazc10p1,left side,6463,6552,https://www.youtube.com/watch?v=HEoUhlesN9E,,Abnormal Gait,abnormal
cll45i8bj009v3o6l81ux4gw6,left side,6553,6642,https://www.youtube.com/watch?v=HEoUhlesN9E,,Abnormal Gait,abnormal
cll45im97009y3o6lyqr7w588,left side,6643,6732,https://www.youtube.com/watch?v=HEoUhlesN9E,,Abnormal Gait,abnormal
cll45j2b700a23o6lz86a8zm7,left side,6733,6822,https://www.youtube.com/watch?v=HEoUhlesN9E,,Abnormal Gait,abnormal
cll45jh7d00a63o6lbqz4ayaj,left side,6823,6912,https://www.youtube.com/watch?v=HEoUhlesN9E,,Abnormal Gait,abnormal
cll45jwip00a93o6l9kjkmwjf,left side,6913,7092,https://www.youtube.com/watch?v=HEoUhlesN9E,,Abnormal Gait,abnormal
cll45kp6a00ad3o6lakhi62pm,left side,7093,7272,https://www.youtube.com/watch?v=HEoUhlesN9E,,Abnormal Gait,abnormal
cll45mblp00ah3o6lihobda7q,left side,7273,7362,https://www.youtube.com/watch?v=HEoUhlesN9E,,Abnormal Gait,abnormal
cll45mm5f00al3o6l20i5vm7w,left side,7363,7452,https://www.youtube.com/watch?v=HEoUhlesN9E,,Abnormal Gait,abnormal
cll45mw7j00ap3o6l0erzo5ug,left side,7453,7542,https://www.youtube.com/watch?v=HEoUhlesN9E,,Abnormal Gait,abnormal
cll45n5z700as3o6lqvsiny7q,left side,7543,7632,https://www.youtube.com/watch?v=HEoUhlesN9E,,Abnormal Gait,abnormal
cll45nlw300av3o6l315uns4s,left side,7633,7722,https://www.youtube.com/watch?v=HEoUhlesN9E,,Abnormal Gait,abnormal
cll45obbz00az3o6lw3j673sm,left side,7903,7992,https://www.youtube.com/watch?v=HEoUhlesN9E,,Abnormal Gait,abnormal
cll45oxsj00b33o6lua4xy1dp,left side,7993,8172,https://www.youtube.com/watch?v=HEoUhlesN9E,,Abnormal Gait,abnormal
cll45pxyw00b73o6loem485nq,left side,8173,8262,https://www.youtube.com/watch?v=HEoUhlesN9E,,Abnormal Gait,abnormal
cll45q86s00bb3o6lzf8ik4k6,left side,8263,8352,https://www.youtube.com/watch?v=HEoUhlesN9E,,Abnormal Gait,abnormal
cll45qjap00bf3o6lsjazc5zi,left side,8353,8442,https://www.youtube.com/watch?v=HEoUhlesN9E,,Abnormal Gait,abnormal
cll45qw8700bi3o6l1hnhjw9i,left side,8443,8622,https://www.youtube.com/watch?v=HEoUhlesN9E,,Abnormal Gait,abnormal
cll45rg0v00bl3o6ls2ix6zfv,left side,8623,8712,https://www.youtube.com/watch?v=HEoUhlesN9E,,Abnormal Gait,abnormal
cll45s6c300bo3o6ln7e944ww,left side,8713,8803,https://www.youtube.com/watch?v=HEoUhlesN9E,,Abnormal Gait,abnormal
cll45shi700br3o6l4ggnfmtz,left side,8804,8892,https://www.youtube.com/watch?v=HEoUhlesN9E,,Abnormal Gait,abnormal
cll45su0100bu3o6l2kw4m5g8,left side,8893,8982,https://www.youtube.com/watch?v=HEoUhlesN9E,,Abnormal Gait,abnormal
cll45t8v800by3o6lvwscenc3,left side,8983,9072,https://www.youtube.com/watch?v=HEoUhlesN9E,,Abnormal Gait,abnormal
cll45uguo00c43o6lrajien7u,right side,1997,2473,https://www.youtube.com/watch?v=gXws-A4op-E,,Abnormal Gait,abnormal
cll45wx9r00c93o6ls8i3p388,right side,1,303,https://www.youtube.com/watch?v=h2d2sPwD_mU,,Abnormal Gait,abnormal
cll45xfis00cd3o6l8ljdswtv,left side,396,676,https://www.youtube.com/watch?v=h2d2sPwD_mU,,Abnormal Gait,abnormal
cll45y7bn00ch3o6lda25s1bw,right side,703,1359,https://www.youtube.com/watch?v=h2d2sPwD_mU,,Abnormal Gait,abnormal
cll45yous00cl3o6l3amef1hg,left side,1383,2039,https://www.youtube.com/watch?v=h2d2sPwD_mU,,Abnormal Gait,abnormal
cll45za6600cp3o6l44cswqa9,front,2057,2297,https://www.youtube.com/watch?v=h2d2sPwD_mU,,Abnormal Gait,abnormal
cll45zkrs00ct3o6loe94okf8,back,2370,2673,https://www.youtube.com/watch?v=h2d2sPwD_mU,,Abnormal Gait,abnormal
cll46063b00cx3o6lkq2cvt1y,front,2690,3339,https://www.youtube.com/watch?v=h2d2sPwD_mU,,Abnormal Gait,abnormal
cll460wqp00d13o6lp5bsf1ku,back,3364,4029,https://www.youtube.com/watch?v=h2d2sPwD_mU,,Abnormal Gait,abnormal
cll4sar1800053o6lrjwfg70j,right side,1,533,https://www.youtube.com/watch?v=hnoIST5gg9U,,Abnormal Gait,abnormal
cll4sbha700093o6ly9spvstq,left side,747,1220,https://www.youtube.com/watch?v=hnoIST5gg9U,,Abnormal Gait,abnormal
cll4sbxmi000d3o6lcj9aah8k,right side,1249,2590,https://www.youtube.com/watch?v=hnoIST5gg9U,,Abnormal Gait,abnormal
cll4scju3000h3o6ls1eg53cq,left side,2609,3771,https://www.youtube.com/watch?v=hnoIST5gg9U,,Abnormal Gait,abnormal
cll4scvxa000k3o6lyevj3yli,front,3783,4287,https://www.youtube.com/watch?v=hnoIST5gg9U,,Abnormal Gait,abnormal
cll4sddkv000o3o6lpm75iyoy,back,4434,4879,https://www.youtube.com/watch?v=hnoIST5gg9U,,Abnormal Gait,abnormal
cll4sduso000s3o6lkjb878it,front,4899,5888,https://www.youtube.com/watch?v=hnoIST5gg9U,,Abnormal Gait,abnormal
cll4seb5n000v3o6lwdsjtqzy,back,5906,7023,https://www.youtube.com/watch?v=hnoIST5gg9U,,Abnormal Gait,abnormal
cll4sil1p001k3o6lzcqlflci,left side,1,291,https://www.youtube.com/watch?v=HHFuTpVvRCI,,Abnormal Gait,abnormal
cll4sj52f001o3o6ljn9g3e08,left side,297,369,https://www.youtube.com/watch?v=HHFuTpVvRCI,,Abnormal Gait,abnormal
cll4sjxys001s3o6lgz82fhoc,front,370,464,https://www.youtube.com/watch?v=HHFuTpVvRCI,,Abnormal Gait,abnormal
cll4sklzb001w3o6l03xh1msu,front,677,879,https://www.youtube.com/watch?v=HHFuTpVvRCI,,Abnormal Gait,abnormal
cll4slf5s00203o6l0corii5i,left side,1676,1798,https://www.youtube.com/watch?v=HHFuTpVvRCI,,Abnormal Gait,abnormal
cll4sm08e00243o6l77ggpy7n,right side,1856,1994,https://www.youtube.com/watch?v=HHFuTpVvRCI,,Abnormal Gait,abnormal
cll4smfpk00283o6ljyi7o6t3,right side,2004,2039,https://www.youtube.com/watch?v=HHFuTpVvRCI,,Abnormal Gait,abnormal
cll4smvp6002c3o6l64twsyns,left side,2063,2095,https://www.youtube.com/watch?v=HHFuTpVvRCI,,Abnormal Gait,abnormal
cll4sqano00343o6libyypvif,right side,44,99,https://www.youtube.com/watch?v=hhRODJNUZik,,Abnormal Gait,prosthetic
cll4sqvdl00383o6lhsd4an2j,left side,215,270,https://www.youtube.com/watch?v=hhRODJNUZik,,Abnormal Gait,prosthetic
cll4srfuc003c3o6lgsrgugi8,right side,444,689,https://www.youtube.com/watch?v=hhRODJNUZik,,Abnormal Gait,prosthetic
cll4ss28r003g3o6ldu082dxy,left side,971,1215,https://www.youtube.com/watch?v=hhRODJNUZik,,Abnormal Gait,prosthetic
cll4ssg7d003k3o6lp1s8zs9g,front,1315,1414,https://www.youtube.com/watch?v=hhRODJNUZik,,Abnormal Gait,prosthetic
cll4st1rv003o3o6l7sfx8uhq,back,1539,1633,https://www.youtube.com/watch?v=hhRODJNUZik,,Abnormal Gait,prosthetic
cll4stl3f003s3o6l8w1r71n6,front,1774,2177,https://www.youtube.com/watch?v=hhRODJNUZik,,Abnormal Gait,prosthetic
cll4su2eu003w3o6l5wzs40yw,back,2679,3070,https://www.youtube.com/watch?v=hhRODJNUZik,,Abnormal Gait,prosthetic
cll4vbibu004h3o6ldilydl4z,front,1,127,https://www.youtube.com/watch?v=hUON3OqCNys,,Abnormal Gait,abnormal
cll4vbxym004l3o6lrc6asiky,back,332,440,https://www.youtube.com/watch?v=hUON3OqCNys,,Abnormal Gait,abnormal
cll4vcbd6004p3o6lid3c1g9g,front,523,654,https://www.youtube.com/watch?v=hUON3OqCNys,,Abnormal Gait,abnormal
cll4vcq7i004t3o6ljvfqfw5h,back,888,1040,https://www.youtube.com/watch?v=hUON3OqCNys,,Abnormal Gait,abnormal
cll4vdrb3004x3o6llssiwhnc,front,1570,1971,https://www.youtube.com/watch?v=hUON3OqCNys,,Abnormal Gait,abnormal
cll4vednu00513o6lipvtz0oz,back,2885,3361,https://www.youtube.com/watch?v=hUON3OqCNys,,Abnormal Gait,abnormal
cll747czo00063o6l5sox9fps,right side,472,557,https://www.youtube.com/watch?v=I0AxJhE0tGk,,Abnormal Gait,exercise
cll747tza000a3o6l8yboodhd,right side,769,861,https://www.youtube.com/watch?v=I0AxJhE0tGk,,Abnormal Gait,exercise
cll7492n5000k3o6lv2s5m91s,right side,1,143,https://www.youtube.com/watch?v=i3cgwFdqSfs,,Abnormal Gait,abnormal
cll749gur000o3o6liy16wuvp,left side,189,336,https://www.youtube.com/watch?v=i3cgwFdqSfs,,Abnormal Gait,abnormal
cll749ze3000s3o6lpoucotf0,right side,350,766,https://www.youtube.com/watch?v=i3cgwFdqSfs,,Abnormal Gait,abnormal
cll74aq06000w3o6l1li6whdq,left side,778,1148,https://www.youtube.com/watch?v=i3cgwFdqSfs,,Abnormal Gait,abnormal
cll74bcch00103o6ljzbks9ds,front,1165,1319,https://www.youtube.com/watch?v=i3cgwFdqSfs,,Abnormal Gait,abnormal
cll74bxqz00143o6luhlnqxyb,back,1379,1543,https://www.youtube.com/watch?v=i3cgwFdqSfs,,Abnormal Gait,abnormal
cll74cfvn00183o6lzjgjf4sy,front,1556,1948,https://www.youtube.com/watch?v=i3cgwFdqSfs,,Abnormal Gait,abnormal
cll74cz9o001c3o6ld19cusaf,back,1963,2322,https://www.youtube.com/watch?v=i3cgwFdqSfs,,Abnormal Gait,abnormal
cll74h8qf000e3o6llqetl5re,right side,249,541,https://www.youtube.com/watch?v=hziyFfJTrQo,,Abnormal Gait,abnormal
cll74i7aa000i3o6ljiq0nqr2,right side,1153,1946,https://www.youtube.com/watch?v=hziyFfJTrQo,,Abnormal Gait,abnormal
cll74iurd000n3o6l11c4d3dr,left side,1,177,https://www.youtube.com/watch?v=IdAdpZaTWjU,,Abnormal Gait,myopathic
cll74jg80000r3o6liy3ptuv8,front,195,292,https://www.youtube.com/watch?v=IdAdpZaTWjU,,Abnormal Gait,myopathic
cll74k2q6000v3o6lkwwid8uy,back,303,425,https://www.youtube.com/watch?v=IdAdpZaTWjU,,Abnormal Gait,myopathic
cll74kndy000z3o6libp3z895,right side,427,614,https://www.youtube.com/watch?v=IdAdpZaTWjU,,Abnormal Gait,myopathic
cll74l1t600133o6l0y8ernl6,left side,623,783,https://www.youtube.com/watch?v=IdAdpZaTWjU,,Abnormal Gait,myopathic
cll74lhf600173o6l1j74wi5e,right side,788,961,https://www.youtube.com/watch?v=IdAdpZaTWjU,,Abnormal Gait,myopathic
cll74m03k001b3o6lxpj0gss4,right side,969,1416,https://www.youtube.com/watch?v=IdAdpZaTWjU,,Abnormal Gait,myopathic
cll74mw1p001g3o6lmzp645v9,left side,1,128,https://www.youtube.com/watch?v=idpMyfZB8NY,,Abnormal Gait,myopathic
